Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,QSum
 0,   0,        0.00,        0.00,   0,0, 41087909.600,112447.9096,    2.1, 7.76752e+002,-1.06918e+002, 5.82148e+002, 4.44424e+001, 4.60368e+002,-1.00845e+002, 3.66734e+002,-2.45763e+002, 2.95688e+002,-7.13700e+002,-1.12278e+003
 0,   1,       -0.15,        0.00,   0,0, 41088009.600,112448.0096,    3.3, 7.73028e+002,-4.26515e+002, 5.85395e+002, 1.27988e+002, 4.50256e+002,-8.68516e+001, 3.47400e+002,-2.83461e+002, 2.89326e+002,-8.50806e+002,-1.51965e+003
 0,   2,       -0.29,        0.00,   0,0, 41088109.600,112448.1096,    1.9, 8.96061e+002,-5.20634e+002, 7.27116e+002, 5.98483e+001, 7.12760e+002,-2.41370e+001, 5.22851e+002,-2.81819e+002, 4.37553e+002,-9.29482e+002,-1.69622e+003
 0,   3,       -0.44,        0.00,   0,0, 41088209.600,112448.2096,    1.5, 1.11751e+003,-3.99422e+002, 1.01475e+003, 1.03837e+002, 8.83870e+002,-1.41393e+001, 7.60140e+002,-2.63001e+002, 6.60411e+002,-9.07925e+002,-1.48065e+003
 0,   4,       -0.58,        0.00,   0,0, 41088309.600,112448.3096,    4.0, 1.05245e+003,-1.77395e+002, 1.02607e+003, 1.74152e+002, 1.05934e+003,-4.92661e+001, 9.19251e+002,-3.46580e+002, 8.94793e+002,-9.42884e+002,-1.34197e+003
 0,   5,       -0.73,        0.00,   0,0, 41088409.600,112448.4096,    7.4, 6.24455e+002, 5.97381e+002, 8.98183e+002, 8.42983e+001, 1.12833e+003,-8.31449e+001, 9.60362e+002,-2.59897e+002, 9.58386e+002,-9.24766e+002,-5.86127e+002
 0,   6,       -0.87,        0.00,   0,0, 41088509.600,112448.5096,    3.1, 4.52532e+002, 1.19102e+003, 8.93695e+002, 1.31150e+001, 1.17453e+003, 4.98551e+000, 1.01628e+003,-2.36563e+002, 1.00692e+003,-9.45794e+002, 2.67664e+001
 0,   7,       -1.02,        0.00,   0,0, 41088609.600,112448.6096,    0.3, 1.08393e+003, 4.52005e+002, 1.34771e+003, 3.38738e+000, 1.34495e+003,-5.39966e+001, 1.41046e+003,-2.77847e+002, 1.13108e+003,-9.23464e+002,-7.99915e+002
 0,   8,       -1.17,        0.00,   0,0, 41088709.600,112448.7096,    0.8, 1.61941e+003,-1.04892e+002, 1.60709e+003, 1.05312e+002, 1.54961e+003,-1.73464e+002, 1.54174e+003,-3.80673e+002, 1.37700e+003,-8.44111e+002,-1.39783e+003
 0,   9,       -1.31,        0.00,   0,0, 41088809.600,112448.8096,    2.9, 1.75375e+003,-1.73116e+002, 1.76909e+003, 1.36969e+002, 1.60147e+003,-1.56914e+002, 1.47267e+003,-4.03369e+002, 1.46663e+003,-8.11312e+002,-1.40774e+003
 0,  10,       -1.46,        0.00,   0,0, 41088909.600,112448.9096,    3.0, 1.93859e+003,-3.98525e+002, 1.73583e+003, 1.06260e+002, 1.67729e+003,-9.87800e+001, 1.40664e+003,-2.83148e+002, 1.46381e+003,-7.93020e+002,-1.46721e+003
 0,  11,       -1.60,        0.00,   0,0, 41089009.600,112449.0096,    1.4, 1.92263e+003,-5.36889e+002, 1.68779e+003, 1.22289e+001, 1.72783e+003,-8.63825e+001, 1.44318e+003,-1.95501e+002, 1.43815e+003,-8.82964e+002,-1.68951e+003
 0,  12,       -1.75,        0.00,   0,0, 41089109.600,112449.1096,    1.8, 1.84717e+003,-2.74717e+002, 1.80710e+003, 8.08811e+001, 1.66925e+003,-2.10248e+001, 1.50125e+003,-3.00846e+002, 1.38111e+003,-9.27642e+002,-1.44335e+003
 0,  13,       -1.89,        0.00,   0,0, 41089209.600,112449.2096,    4.2, 1.56565e+003, 3.12631e+002, 1.81572e+003,-2.44999e+001, 1.75372e+003,-7.62675e+001, 1.65479e+003,-2.60068e+002, 1.61058e+003,-9.24194e+002,-9.72399e+002
 0,  14,       -2.04,        0.00,   0,0, 41089309.600,112449.3096,    5.7, 1.42582e+003, 6.72059e+002, 1.54099e+003,-7.05004e+001, 1.74531e+003,-1.05693e+002, 1.69436e+003,-2.42267e+002, 1.54266e+003,-1.11048e+003,-8.56885e+002
 0,  15,       -2.18,        0.00,   0,0, 41089409.600,112449.4096,    5.0, 1.14754e+003, 1.02946e+003, 1.47027e+003,-1.83289e+001, 1.69072e+003,-3.78390e+001, 1.48294e+003,-3.55015e+002, 1.42572e+003,-9.54224e+002,-3.35950e+002
 0,  16,       -2.33,        0.00,   0,0, 41089509.600,112449.5096,    1.3, 1.29171e+003, 8.32707e+002, 1.50457e+003,-4.16781e+000, 1.67820e+003,-4.88011e+001, 1.47123e+003,-3.18911e+002, 1.40612e+003,-7.71599e+002,-3.10771e+002
 0,  17,       -2.48,        0.00,   0,0, 41089609.600,112449.6096,    3.6, 1.46862e+003,-2.00376e+002, 1.67700e+003, 6.13802e+001, 1.53849e+003,-3.96358e+001, 1.46722e+003,-3.25806e+002, 1.41518e+003,-9.07444e+002,-1.41188e+003
 0,  18,       -2.62,        0.00,   0,0, 41089709.600,112449.7096,    2.5, 1.69816e+003,-4.69469e+002, 1.75015e+003, 8.99277e+001, 1.43940e+003,-7.63469e+001, 1.47483e+003,-3.98480e+002, 1.35574e+003,-8.88997e+002,-1.74336e+003
 0,  19,       -2.77,        0.00,   0,0, 41089809.600,112449.8096,    1.5, 1.83547e+003,-3.85857e+002, 1.66980e+003, 1.33416e+002, 1.49758e+003,-1.48341e+002, 1.40788e+003,-3.51506e+002, 1.33444e+003,-8.92169e+002,-1.64446e+003
 0,  20,       -2.91,        0.00,   0,0, 41089909.600,112449.9096,    0.6, 1.66433e+003,-1.63122e+002, 1.72089e+003, 1.66532e+002, 1.61496e+003,-1.00983e+002, 1.40706e+003,-2.35996e+002, 1.38384e+003,-9.81781e+002,-1.31535e+003
 0,  21,       -3.06,        0.00,   0,0, 41090009.600,112450.0096,    2.0, 1.49170e+003,-1.07649e+001, 1.59657e+003, 3.91918e+001, 1.61541e+003,-1.15887e+002, 1.43781e+003,-1.54782e+002, 1.44023e+003,-1.04934e+003,-1.29159e+003
 0,  22,       -3.20,        0.00,   0,0, 41090109.600,112450.1096,    3.1, 1.33577e+003, 1.68488e+002, 1.42848e+003,-1.22322e+002, 1.45914e+003,-1.26113e+002, 1.53267e+003,-1.08054e+002, 1.39470e+003,-8.07232e+002,-9.95233e+002
 0,  23,       -3.35,        0.00,   0,0, 41090209.600,112450.2096,    3.1, 1.30174e+003, 3.98020e+002, 1.48272e+003,-1.92522e+001, 1.40303e+003,-2.63891e+001, 1.53707e+003,-2.25929e+002, 1.27406e+003,-6.79374e+002,-5.52924e+002
 0,  24,       -3.50,        0.00,   0,0, 41090309.600,112450.3096,    3.0, 1.33274e+003, 4.82293e+002, 1.46536e+003, 9.16738e+001, 1.38544e+003,-2.51217e+001, 1.47349e+003,-2.68435e+002, 1.14019e+003,-8.17255e+002,-5.36846e+002
 0,  25,       -3.64,        0.00,   0,0, 41090409.700,112450.4097,    0.8, 1.42056e+003, 4.42973e+002, 1.41170e+003, 2.22851e+001, 1.37723e+003,-7.07620e+001, 1.41888e+003,-2.93332e+002, 1.12906e+003,-9.04752e+002,-8.03587e+002
 0,  26,       -3.79,        0.00,   0,0, 41090509.600,112450.5096,    1.6, 1.40965e+003, 8.63672e+001, 1.47826e+003,-6.47350e+001, 1.39568e+003,-3.16650e+001, 1.34370e+003,-3.20549e+002, 1.16060e+003,-9.54083e+002,-1.28466e+003
 0,  27,       -3.93,        0.00,   0,0, 41090609.600,112450.6096,    3.1, 1.46632e+003,-3.35512e+002, 1.40927e+003,-3.27703e+001, 1.40483e+003,-1.67786e+002, 1.16380e+003,-2.02916e+002, 1.20757e+003,-9.67557e+002,-1.70654e+003
 0,  28,       -4.08,        0.00,   0,0, 41090709.600,112450.7096,    1.4, 1.56719e+003,-4.38553e+002, 1.42216e+003, 4.77335e+001, 1.44527e+003,-2.34354e+002, 1.30276e+003,-1.94120e+002, 1.32631e+003,-1.05175e+003,-1.87105e+003
 0,  29,       -4.22,        0.00,   0,0, 41090809.700,112450.8097,    2.0, 1.45162e+003,-1.76595e+001, 1.47870e+003, 7.15626e+000, 1.57826e+003,-1.10136e+002, 1.52269e+003,-4.26251e+002, 1.32598e+003,-1.00946e+003,-1.55635e+003
 0,  30,       -4.37,        0.00,   0,0, 41090909.700,112450.9097,    2.8, 1.31802e+003, 4.36069e+002, 1.45384e+003,-3.53108e+001, 1.57668e+003,-5.23018e+001, 1.50498e+003,-4.02216e+002, 1.20723e+003,-8.59242e+002,-9.13002e+002
 0,  31,       -4.51,        0.00,   0,0, 41091009.700,112451.0097,    3.9, 1.04671e+003, 5.90225e+002, 1.40787e+003,-9.21617e+001, 1.58447e+003, 9.20979e+000, 1.40007e+003,-3.67270e+002, 1.15429e+003,-8.09481e+002,-6.69479e+002
 0,  32,       -4.66,        0.00,   0,0, 41091109.700,112451.1097,    3.2, 1.05752e+003, 8.76229e+002, 1.22935e+003,-3.45877e+001, 1.54963e+003,-1.92079e+001, 1.39563e+003,-3.45425e+002, 1.28709e+003,-9.17320e+002,-4.40312e+002
 0,  33,       -4.81,        0.00,   0,0, 41091209.700,112451.2097,    2.2, 1.46789e+003, 5.82009e+002, 1.51447e+003,-1.64968e+001, 1.62063e+003,-8.05854e+001, 1.60050e+003,-3.03188e+002, 1.48701e+003,-9.59043e+002,-7.77305e+002
 0,  34,       -4.95,        0.00,   0,0, 41091309.700,112451.3097,    2.3, 2.09828e+003,-2.12729e+002, 1.75210e+003, 3.25775e+001, 1.71185e+003,-1.70916e+002, 1.70873e+003,-2.34298e+002, 1.52545e+003,-9.32018e+002,-1.51738e+003
 0,  35,       -5.10,        0.00,   0,0, 41091409.700,112451.4097,    2.5, 2.22266e+003,-4.04857e+002, 1.85031e+003, 2.35824e+001, 1.77227e+003,-1.17588e+002, 1.67525e+003,-2.30612e+002, 1.49385e+003,-9.08230e+002,-1.63770e+003
 0,  36,       -5.24,        0.00,   0,0, 41091509.700,112451.5097,    2.5, 1.97805e+003,-4.33008e+002, 1.96864e+003,-3.02545e+001, 1.85817e+003, 3.13776e+001, 1.66946e+003,-2.06814e+002, 1.61899e+003,-8.86823e+002,-1.52552e+003
 0,  37,       -5.39,        0.00,   0,0, 41091609.700,112451.6097,    1.8, 1.85697e+003,-3.51780e+002, 1.95929e+003, 3.20968e+001, 1.73882e+003, 7.05483e+001, 1.71911e+003,-1.86723e+002, 1.54309e+003,-8.28657e+002,-1.26451e+003
 0,  38,       -5.53,        0.00,   0,0, 41091709.700,112451.7097,    4.8, 1.61390e+003, 2.65666e+002, 1.83313e+003, 1.02800e+001, 1.68334e+003, 6.76475e+001, 1.89632e+003,-2.00038e+002, 1.53551e+003,-8.75996e+002,-7.32440e+002
 0,  39,       -5.68,        0.00,   0,0, 41091809.700,112451.8097,    5.2, 1.51649e+003, 7.37793e+002, 1.62021e+003,-1.04013e+002, 1.73782e+003, 1.05913e+002, 1.93008e+003,-2.75427e+002, 1.65347e+003,-9.62708e+002,-4.98443e+002
 0,  40,       -5.83,        0.00,   0,0, 41091909.700,112451.9097,    4.3, 1.48199e+003, 9.92989e+002, 1.65691e+003,-1.30345e+002, 1.82783e+003, 7.08435e+001, 1.97344e+003,-3.62481e+002, 1.70452e+003,-1.02182e+003,-4.50809e+002
 0,  41,       -5.97,        0.00,   0,0, 41092009.700,112452.0097,    1.2, 1.57962e+003, 7.35505e+002, 1.76378e+003,-7.54675e+001, 1.82878e+003,-9.72501e+001, 1.86978e+003,-3.24655e+002, 1.68166e+003,-9.06223e+002,-6.68090e+002
 0,  42,       -6.12,        0.00,   0,0, 41092109.700,112452.1097,    3.8, 1.78870e+003, 1.21207e+002, 1.85795e+003, 4.41500e+001, 1.70014e+003,-9.41503e+001, 1.65810e+003,-2.92684e+002, 1.55605e+003,-9.44475e+002,-1.16595e+003
 0,  43,       -6.26,        0.00,   0,0, 41092209.700,112452.2097,    3.4, 2.18378e+003,-6.24253e+002, 1.94072e+003, 4.30693e+001, 1.64425e+003,-1.56951e+002, 1.35884e+003,-2.92472e+002, 1.42240e+003,-9.85517e+002,-2.01612e+003
 0,  44,       -6.41,        0.00,   0,0, 41092309.700,112452.3097,    1.8, 2.05426e+003,-5.95323e+002, 1.77742e+003, 4.27335e+001, 1.49326e+003,-2.88285e+002, 1.38928e+003,-4.05301e+002, 1.39497e+003,-9.22779e+002,-2.16895e+003
 0,  45,       -6.55,        0.00,   0,0, 41092409.700,112452.4097,    1.3, 1.75948e+003,-2.81049e+002, 1.64041e+003, 7.25298e+001, 1.48488e+003,-1.62038e+002, 1.39116e+003,-2.89726e+002, 1.41326e+003,-8.16904e+002,-1.47719e+003
 0,  46,       -6.70,        0.00,   0,0, 41092509.700,112452.5097,    3.7, 1.51849e+003, 1.15016e+002, 1.60940e+003,-1.66136e+001, 1.48917e+003,-7.60577e+001, 1.40512e+003,-3.67048e+002, 1.38900e+003,-8.39145e+002,-1.18385e+003
 0,  47,       -6.84,        0.00,   0,0, 41092609.700,112452.6097,    4.4, 1.27456e+003, 7.26387e+002, 1.44451e+003,-2.43300e+001, 1.50020e+003,-5.48680e+001, 1.44914e+003,-3.46904e+002, 1.30585e+003,-9.09773e+002,-6.09488e+002
 0,  48,       -6.99,        0.00,   0,0, 41092709.700,112452.7097,    1.6, 1.28241e+003, 7.20769e+002, 1.38276e+003,-7.27294e+001, 1.53916e+003, 2.65905e+001, 1.55200e+003,-2.79835e+002, 1.30719e+003,-9.56018e+002,-5.61224e+002
 0,  49,       -7.14,        0.00,   0,0, 41092809.700,112452.8097,    0.7, 1.58153e+003, 4.20537e+002, 1.62697e+003,-1.19619e+002, 1.60027e+003,-4.88310e+001, 1.58023e+003,-3.25822e+002, 1.40994e+003,-1.01784e+003,-1.09158e+003
 0,  50,       -7.28,        0.00,   0,0, 41092909.700,112452.9097,    0.3, 1.69847e+003, 5.92833e+001, 1.75294e+003,-5.92941e+001, 1.65849e+003,-1.01692e+001, 1.56454e+003,-3.04886e+002, 1.61456e+003,-9.55473e+002,-1.27054e+003
 0,  51,       -7.43,        0.00,   0,0, 41093009.700,112453.0097,    1.2, 1.68255e+003,-6.05306e+001, 1.73123e+003, 1.24915e+002, 1.57762e+003, 1.44225e+001, 1.54676e+003,-2.41731e+002, 1.53740e+003,-8.61755e+002,-1.02468e+003
 0,  52,       -7.57,        0.00,   0,0, 41093109.700,112453.1097,    2.7, 1.72198e+003,-1.24250e+002, 1.68013e+003, 4.83071e+001, 1.34991e+003,-8.13413e+001, 1.48897e+003,-2.01637e+002, 1.17411e+003,-8.86682e+002,-1.24560e+003
 0,  53,       -7.72,        0.00,   0,0, 41093209.700,112453.2097,    1.0, 1.86779e+003,-4.20083e+002, 1.65117e+003,-2.10041e+001, 1.33634e+003,-7.32472e+001, 1.48764e+003,-2.11346e+002, 1.13942e+003,-7.94657e+002,-1.52034e+003
 0,  54,       -7.86,        0.00,   0,0, 41093309.700,112453.3097,    2.0, 1.72512e+003,-2.01559e+002, 1.52232e+003,-2.42607e+001, 1.32655e+003, 3.43339e+001, 1.51727e+003,-2.13661e+002, 1.22303e+003,-7.53835e+002,-1.15898e+003
 0,  55,       -8.01,        0.00,   0,0, 41093409.700,112453.4097,    3.9, 1.31212e+003, 4.17093e+002, 1.36476e+003,-5.76753e+001, 1.27441e+003, 5.13474e+001, 1.41817e+003,-2.09058e+002, 1.34050e+003,-8.18447e+002,-6.16740e+002
 0,  56,       -8.16,        0.00,   0,0, 41093509.700,112453.5097,    5.7, 8.54309e+002, 7.51998e+002, 1.12458e+003,-3.69590e+001, 1.22119e+003,-1.99970e+001, 1.04810e+003,-2.37553e+002, 1.20733e+003,-8.23815e+002,-3.66326e+002
 0,  57,       -8.30,        0.00,   0,0, 41093609.700,112453.6097,    2.2, 6.66674e+002, 8.70585e+002, 7.67735e+002,-2.04520e+001, 9.33929e+002,-6.86504e+001, 1.02117e+003,-2.98719e+002, 8.52280e+002,-8.69395e+002,-3.86632e+002
 0,  58,       -8.45,        0.00,   0,0, 41093709.700,112453.7097,    2.1, 8.11582e+002, 5.81975e+002, 9.21915e+002, 2.30654e+001, 8.50839e+002,-1.02987e+002, 1.00554e+003,-3.24055e+002, 6.97641e+002,-1.01428e+003,-8.36279e+002
 0,  59,       -8.59,        0.00,   0,0, 41093809.700,112453.8097,    3.0, 1.26193e+003,-2.82414e+002, 1.08517e+003, 1.47740e+002, 8.37094e+002,-1.38599e+002, 9.41002e+002,-3.32350e+002, 8.83849e+002,-1.08325e+003,-1.68887e+003
 0,  60,       -8.74,        0.00,   0,0, 41093909.700,112453.9097,    1.7, 1.51649e+003,-4.97573e+002, 1.30172e+003, 1.71601e+002, 9.81194e+002,-1.18607e+002, 1.01195e+003,-1.75897e+002, 9.88888e+002,-1.17162e+003,-1.79210e+003
 0,  61,       -8.88,        0.00,   0,0, 41094009.700,112454.0097,    0.5, 1.49461e+003,-3.41092e+002, 1.29215e+003,-1.89000e+001, 1.09796e+003,-7.82848e+001, 1.17176e+003,-1.62539e+002, 1.02187e+003,-1.12678e+003,-1.72760e+003
 0,  62,       -9.03,        0.00,   0,0, 41094109.700,112454.1097,    1.6, 1.46964e+003, 5.93215e+001, 1.26170e+003,-7.27551e+001, 1.20567e+003,-6.40316e+000, 1.23051e+003,-3.58543e+002, 1.20891e+003,-8.66972e+002,-1.24535e+003
 0,  63,       -9.17,        0.00,   0,0, 41094209.700,112454.2097,    2.5, 1.46830e+003, 3.16759e+002, 1.48910e+003,-1.41711e+002, 1.33306e+003,-1.92900e+001, 1.43369e+003,-3.92581e+002, 1.32406e+003,-7.63567e+002,-1.00039e+003
 0,  64,       -9.32,        0.00,   0,0, 41094309.700,112454.3097,    1.9, 1.42868e+003, 4.26083e+002, 1.55162e+003,-1.91579e+002, 1.43623e+003,-1.08349e+002, 1.46225e+003,-4.16579e+002, 1.36011e+003,-7.80559e+002,-1.07098e+003
 0,  65,       -9.47,        0.00,   0,0, 41094409.700,112454.4097,    1.8, 1.44014e+003, 3.63131e+002, 1.48904e+003,-1.51293e+002, 1.44066e+003, 1.87150e+001, 1.32292e+003,-4.23431e+002, 1.37029e+003,-8.48736e+002,-1.04161e+003
 0,  66,       -9.61,        0.00,   0,0, 41094509.700,112454.5097,    1.5, 1.47996e+003, 1.70030e+002, 1.38132e+003, 5.15553e+001, 1.63014e+003,-1.47833e+001, 1.35595e+003,-3.22259e+002, 1.33613e+003,-9.52213e+002,-1.06767e+003
 0,  67,       -9.76,        0.00,   0,0, 41094609.700,112454.6097,    1.0, 1.59048e+003, 6.10857e+001, 1.38968e+003,-2.84223e+001, 1.55542e+003,-3.20846e+001, 1.35780e+003,-3.81582e+002, 1.35099e+003,-8.58049e+002,-1.23905e+003
 0,  68,       -9.90,        0.00,   0,0, 41094709.700,112454.7097,    2.1, 1.79617e+003,-3.75426e+002, 1.55578e+003, 6.56203e+000, 1.45716e+003,-1.12221e+002, 1.33709e+003,-3.24096e+002, 1.38065e+003,-7.71908e+002,-1.57709e+003
 0,  69,      -10.05,        0.00,   0,0, 41094809.700,112454.8097,    0.7, 1.74409e+003,-3.70134e+002, 1.60740e+003, 1.90342e+001, 1.42207e+003,-9.14190e+001, 1.28509e+003,-2.13875e+002, 1.39398e+003,-8.31479e+002,-1.48787e+003
 0,  70,      -10.19,        0.00,   0,0, 41094909.700,112454.9097,    1.7, 1.42508e+003,-2.03028e+001, 1.38827e+003,-2.11968e+001, 1.22113e+003,-5.51684e+001, 1.15586e+003,-2.50281e+002, 1.38849e+003,-9.15942e+002,-1.26289e+003
 0,  71,      -10.34,        0.00,   0,0, 41095009.700,112455.0097,    3.6, 1.07800e+003, 4.27605e+002, 1.10534e+003,-3.67330e+001, 1.15625e+003,-6.11667e+001, 1.06842e+003,-2.88650e+002, 1.25107e+003,-8.53324e+002,-8.12268e+002
 0,  72,      -10.49,        0.00,   0,0, 41095109.700,112455.1097,    4.1, 7.79142e+002, 6.30627e+002, 9.15323e+002,-5.84665e+001, 1.04262e+003, 6.11242e+001, 9.27724e+002,-3.72957e+002, 1.01439e+003,-8.28925e+002,-5.68597e+002
 0,  73,      -10.63,        0.00,   0,0, 41095209.700,112455.2097,    1.8, 6.99516e+002, 6.40621e+002, 8.95566e+002,-4.87872e+001, 8.36793e+002, 8.23002e+000, 9.10775e+002,-3.19182e+002, 9.78238e+002,-8.71801e+002,-5.90920e+002
 0,  74,      -10.78,        0.00,   0,0, 41095309.700,112455.3097,    0.8, 8.72568e+002, 2.04576e+002, 9.68673e+002, 1.91012e+001, 1.01643e+003,-5.76274e+001, 9.71083e+002,-2.80925e+002, 9.92036e+002,-9.52623e+002,-1.06750e+003
 0,  75,      -10.92,        0.00,   0,0, 41095409.700,112455.4097,    2.3, 1.26148e+003,-1.43422e+002, 1.07513e+003, 5.92849e-001, 1.15832e+003,-1.59161e+001, 1.12568e+003,-2.93936e+002, 9.43332e+002,-9.18078e+002,-1.37076e+003
 0,  76,      -11.07,        0.00,   0,0, 41095509.700,112455.5097,    1.3, 1.48070e+003,-3.42313e+002, 1.30339e+003, 6.19114e+001, 1.36835e+003, 6.68087e+001, 1.28332e+003,-3.13682e+002, 9.77392e+002,-9.49535e+002,-1.47681e+003
 0,  77,      -11.21,        0.00,   0,0, 41095609.700,112455.6097,    2.0, 1.53294e+003,-3.92040e+002, 1.54372e+003, 1.00262e+002, 1.35362e+003,-3.56789e+001, 1.29062e+003,-3.07939e+002, 1.01005e+003,-1.05110e+003,-1.68649e+003
 0,  78,      -11.36,        0.00,   0,0, 41095709.700,112455.7097,    0.9, 1.56629e+003,-2.19887e+002, 1.56163e+003, 1.09487e+002, 1.23945e+003,-1.54730e+002, 1.22673e+003,-3.02105e+002, 9.86314e+002,-9.49077e+002,-1.51631e+003
 0,  79,      -11.50,        0.00,   0,0, 41095809.700,112455.8097,    3.1, 1.18295e+003, 2.07033e+001, 1.48799e+003,-3.60623e+001, 1.25177e+003,-1.77448e+002, 1.16348e+003,-3.03093e+002, 1.17886e+003,-8.00069e+002,-1.29597e+003
 0,  80,      -11.65,        0.00,   0,0, 41095909.700,112455.9097,    4.2, 9.35777e+002, 4.63995e+002, 1.09563e+003,-8.24749e+001, 1.14829e+003,-1.16822e+002, 1.09052e+003,-4.00094e+002, 1.06262e+003,-8.93524e+002,-1.02892e+003
 0,  81,      -11.80,        0.00,   0,0, 41096009.700,112456.0097,    3.4, 6.79502e+002, 6.96564e+002, 9.39497e+002,-5.68582e+001, 8.15073e+002,-1.09551e+002, 1.07297e+003,-3.85685e+002, 9.47587e+002,-8.35418e+002,-6.90947e+002
 0,  82,      -11.94,        0.00,   0,0, 41096109.700,112456.1097,    2.6, 5.15023e+002, 7.04322e+002, 8.61452e+002, 5.45337e+001, 7.65138e+002,-1.29382e+002, 9.28790e+002,-3.08535e+002, 8.88488e+002,-7.49603e+002,-4.28665e+002
 0,  83,      -12.09,        0.00,   0,0, 41096209.700,112456.2097,    0.8, 8.00676e+002, 5.10895e+002, 8.21676e+002, 5.36965e+000, 8.74679e+002,-1.22600e+002, 8.64948e+002,-2.24546e+002, 8.68017e+002,-8.74662e+002,-7.05543e+002
 0,  84,      -12.23,        0.00,   0,0, 41096309.700,112456.3097,    2.1, 1.11861e+003,-5.68794e+001, 1.16326e+003, 6.19666e+000, 1.00880e+003,-8.99007e+001, 8.96709e+002,-2.15414e+002, 7.93432e+002,-9.11057e+002,-1.26705e+003
 0,  85,      -12.38,        0.00,   0,0, 41096409.700,112456.4097,    1.5, 1.35091e+003,-3.10221e+002, 1.37658e+003, 5.44296e+001, 1.09618e+003,-1.21501e+002, 9.22290e+002,-2.72111e+002, 9.75525e+002,-8.76236e+002,-1.52564e+003
 0,  86,      -12.52,        0.00,   0,0, 41096509.700,112456.5097,    0.9, 1.50326e+003,-2.39942e+002, 1.38581e+003,-2.99466e+001, 1.11906e+003,-1.07557e+002, 1.05315e+003,-2.86446e+002, 1.15896e+003,-8.57294e+002,-1.52119e+003
 0,  87,      -12.67,        0.00,   0,0, 41096609.700,112456.6097,    0.9, 1.39504e+003, 1.71951e+002, 1.35047e+003, 1.02156e+000, 1.26722e+003, 4.82790e+001, 1.11434e+003,-2.93305e+002, 1.19448e+003,-7.94055e+002,-8.66109e+002
 0,  88,      -12.82,        0.00,   0,0, 41096709.700,112456.7097,    1.3, 1.20920e+003, 2.93981e+002, 1.22989e+003, 2.05732e+001, 1.14356e+003, 7.20770e+000, 1.06299e+003,-2.85430e+002, 1.03442e+003,-7.10373e+002,-6.74040e+002
 0,  89,      -12.96,        0.00,   0,0, 41096809.700,112456.8097,    2.3, 1.09175e+003, 3.36276e+002, 1.20294e+003,-1.16246e+002, 1.11690e+003,-1.37942e+002, 1.00795e+003,-3.41383e+002, 1.08931e+003,-8.01033e+002,-1.06033e+003
 0,  90,      -13.11,        0.00,   0,0, 41096909.700,112456.9097,    1.9, 9.08130e+002, 3.78510e+002, 1.23436e+003,-1.19178e+002, 1.07917e+003,-1.97490e+002, 1.14379e+003,-3.12620e+002, 9.69061e+002,-9.21151e+002,-1.17193e+003
 0,  91,      -13.25,        0.00,   0,0, 41097009.700,112457.0097,    2.2, 1.02386e+003, 3.86640e+002, 1.30725e+003,-5.61151e+001, 1.11652e+003,-1.13307e+002, 1.18285e+003,-3.32165e+002, 9.33794e+002,-8.85305e+002,-1.00025e+003
 0,  92,      -13.40,        0.00,   0,0, 41097109.700,112457.1097,    1.2, 1.14439e+003, 3.13750e+002, 1.19687e+003,-1.39005e+002, 1.12189e+003,-7.10009e+001, 1.17899e+003,-2.70076e+002, 1.00189e+003,-8.15429e+002,-9.81760e+002
 0,  93,      -13.54,        0.00,   0,0, 41097209.700,112457.2097,    1.2, 1.24333e+003, 1.80277e+002, 1.16547e+003,-1.78709e+001, 1.09280e+003,-1.97467e+002, 1.27267e+003,-3.35352e+002, 9.37662e+002,-8.20516e+002,-1.19093e+003
 0,  94,      -13.69,        0.00,   0,0, 41097309.700,112457.3097,    2.6, 1.48489e+003,-7.13382e+001, 1.39705e+003,-1.33107e+000, 1.12573e+003,-1.27917e+002, 1.09738e+003,-4.39742e+002, 9.53317e+002,-7.79566e+002,-1.41989e+003
 0,  95,      -13.83,        0.00,   0,0, 41097409.700,112457.4097,    0.7, 1.49397e+003,-1.49873e+002, 1.48813e+003, 4.31012e+000, 1.16512e+003,-7.73965e+001, 1.12319e+003,-3.47924e+002, 1.10758e+003,-7.96666e+002,-1.36755e+003
 0,  96,      -13.98,        0.00,   0,0, 41097509.700,112457.5097,    1.9, 1.30223e+003, 2.36307e+001, 1.46549e+003, 5.14646e+001, 1.34169e+003,-2.45291e+001, 1.42595e+003,-2.54093e+002, 1.15115e+003,-7.43996e+002,-9.47523e+002
 0,  97,      -14.13,        0.00,   0,0, 41097609.700,112457.6097,    3.8, 1.26811e+003, 2.52222e+002, 1.42300e+003,-4.69596e+001, 1.52600e+003,-2.01172e+001, 1.44761e+003,-2.53712e+002, 1.25618e+003,-9.03103e+002,-9.71669e+002
 0,  98,      -14.27,        0.00,   0,0, 41097709.700,112457.7097,    3.0, 1.29479e+003, 5.84255e+002, 1.30109e+003,-4.99423e+001, 1.36591e+003,-3.27119e+001, 1.35597e+003,-3.14153e+002, 1.20183e+003,-8.92715e+002,-7.05266e+002
